,productname,price,processor,RAM,os,display,rating
261,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,3.7
262,Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.5
263,Acer Nitro 5 Intel Core i5 7th Gen 7300HQ - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics/NVIDIA GeForc...,"₹64,990",Not Available,Not Available,Not Available,Not Available,4.3
264,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,"₹63,990",Not Available,Not Available,Not Available,Not Available,4.2
265,ASUS Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K3605ZF-MBN546WS Laptop,"₹57,990",Not Available,Not Available,Not Available,Not Available,4.2
266,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹50,990",Not Available,Not Available,Not Available,Not Available,4.2
267,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4
268,Lenovo Intel Core i7 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H803B6IN Thin and Light Laptop,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.2
269,DELL Inspiron Intel Core i5 11th Gen 11300H - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 551...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
270,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.2
271,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹64,340",Not Available,Not Available,Not Available,Not Available,4.1
272,HP Pavilion Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 10 Home) 14-dv0054TU Thin and Li...,"₹60,990",Not Available,Not Available,Not Available,Not Available,4.2
273,Lenovo Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,"₹60,990",Not Available,Not Available,Not Available,Not Available,4.3
274,DELL Intel Core i3 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IC7430XYW6F002ORS1 Thin and Light Laptop,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.1
275,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.1
276,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹58,990",Not Available,Not Available,Not Available,Not Available,4.2
277,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹59,990",Not Available,Not Available,Not Available,Not Available,4.7
278,HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.3
279,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4
280,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹52,990",Not Available,Not Available,Not Available,Not Available,4.2
281,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹51,890",Not Available,Not Available,Not Available,Not Available,4.3
282,Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen Integrated Intel Iris Xe Graphics - (16 GB/512 GB SSD/Win...,"₹59,990",Not Available,Not Available,Not Available,Not Available,3.7
283,Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Lap...,"₹57,990",Not Available,Not Available,Not Available,Not Available,4.3
284,ASUS Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX305...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.3
285,ASUS Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 4GB N...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.3
286,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹48,700",Not Available,Not Available,Not Available,Not Available,3.7
287,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹49,990",Not Available,Not Available,Not Available,Not Available,4.5
288,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.1
289,MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.1
290,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹51,999",Not Available,Not Available,Not Available,Not Available,4
291,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹47,890",Not Available,Not Available,Not Available,Not Available,4.2
292,MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹46,990",Not Available,Not Available,Not Available,Not Available,4.3
293,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom...","₹51,999",Not Available,Not Available,Not Available,Not Available,4.3
294,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...","₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
295,Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.2
296,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹51,200",Not Available,Not Available,Not Available,Not Available,4.7
297,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹53,850",Not Available,Not Available,Not Available,Not Available,4.2
298,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.5
299,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.4
300,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹53,989",Not Available,Not Available,Not Available,Not Available,4.3
301,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹58,990",Not Available,Not Available,Not Available,Not Available,4.1
302,Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,"₹56,990",Not Available,Not Available,Not Available,Not Available,4.3
303,"DELL Inspiron 15 3520 with Backlit Keyboard, Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Window...","₹59,990",Not Available,Not Available,Not Available,Not Available,3
304,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...","₹15,990",Not Available,Not Available,Not Available,Not Available,4.2
305,Lenovo Ideapad Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15IAH8...,"₹99,990",Not Available,Not Available,Not Available,Not Available,1.3
306,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹53,302",Not Available,Not Available,Not Available,Not Available,3.7
307,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹59,990",Not Available,Not Available,Not Available,Not Available,4.2
308,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
309,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...","₹46,490",Not Available,Not Available,Not Available,Not Available,4.5
310,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹56,990",Not Available,Not Available,Not Available,Not Available,4
311,HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹58,900",Not Available,Not Available,Not Available,Not Available,4.2
312,ASUS Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB540WS Thin and Ligh...,"₹59,839",Not Available,Not Available,Not Available,Not Available,3.8
313,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/1 TB SSD/Windows 11 Home...,"₹59,990",Not Available,Not Available,Not Available,Not Available,4.6
314,ASUS TUF Gaming F17 Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.2
315,Acer Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.1
316,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹55,990",Not Available,Not Available,Not Available,Not Available,4.5
317,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹50,490",Not Available,Not Available,Not Available,Not Available,4.2
318,HP 15s Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0021TU Thin and Light Lap...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.7
319,MSI Modern 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-288IN T...,"₹17,990",Not Available,Not Available,Not Available,Not Available,3.7
320,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹47,899",Not Available,Not Available,Not Available,Not Available,3.8
321,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹48,990",Not Available,Not Available,Not Available,Not Available,4.3
322,HP Pavilion AMD Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) 15-eh1047AU Thin and Light ...,"₹55,946",Not Available,Not Available,Not Available,Not Available,4.3
323,HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹57,890",Not Available,Not Available,Not Available,Not Available,4.1
324,DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.5
325,MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4
326,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹55,946",Not Available,Not Available,Not Available,Not Available,4.3
327,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹49,150",Not Available,Not Available,Not Available,Not Available,4.3
328,MSI GF63 Thin Intel Core i5 9th Gen 9300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.4
329,HP 250 G9 Intel Core i5 12th Gen 12th Generation Intel Core i5-1235U Processor - (8 GB/512 GB SSD/Wind...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.2
330,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹55,490",Not Available,Not Available,Not Available,Not Available,3.7
331,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹51,200",Not Available,Not Available,Not Available,Not Available,3.7
332,HP 15s Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) 15s-fr4001TU Thin and Light ...,"₹52,990",Not Available,Not Available,Not Available,Not Available,3.9
333,DELL Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapto...,"₹38,990",Not Available,Not Available,Not Available,Not Available,4.2
334,HP Pavilion AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 14-ec0000AX...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.7
335,HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0316TU Thin and Light Laptop,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.3
336,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹56,990",Not Available,Not Available,Not Available,Not Available,4.2
337,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,"₹56,990",Not Available,Not Available,Not Available,Not Available,4.1
338,HP Pavilion AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 14-ec0000AX...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.1
339,HP Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15S-FY5009TU Thin and Light Laptop,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.3
340,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.3
341,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹41,690",Not Available,Not Available,Not Available,Not Available,4.2
342,DELL Vostro 3530 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light L...,"₹58,890",Not Available,Not Available,Not Available,Not Available,4.4
343,HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6...,"₹58,490",Not Available,Not Available,Not Available,Not Available,4.7
344,DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,"₹73,990",Not Available,Not Available,Not Available,Not Available,4.2
345,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU Thin and Light ...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,3.9
346,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹49,000",Not Available,Not Available,Not Available,Not Available,4.1
347,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹46,900",Not Available,Not Available,Not Available,Not Available,4.3
348,Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"₹46,890",Not Available,Not Available,Not Available,Not Available,4.8
349,MSI Cyborg 14 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,"₹55,990",Not Available,Not Available,Not Available,Not Available,5
350,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹74,990",Not Available,Not Available,Not Available,Not Available,5
351,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.3
352,HP Pavilion 15 AMD Ryzen 5 Hexa Core 13th Gen AMD Ryzen™ 5 5625U - (8 GB/512 GB SSD/Windows 11 Home) 1...,"₹53,990",Not Available,Not Available,Not Available,Not Available,4.2
353,ASUS X1502ZA Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ532WS Laptop,"₹49,999",Not Available,Not Available,Not Available,Not Available,3.3
354,Lenovo Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Pro) TB 15 G6 Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.1
355,DELL Inspiron 3530 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Lig...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.3
356,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹57,990",Not Available,Not Available,Not Available,Not Available,5
357,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹56,799",Not Available,Not Available,Not Available,Not Available,4.7
358,DELL Inspiron Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin an...,"₹58,500",Not Available,Not Available,Not Available,Not Available,4.3
359,HP Intel Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) 14s- DQ2535TU Thin and Ligh...,"₹56,490",Not Available,Not Available,Not Available,Not Available,4.2
360,HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light La...,"₹46,490",Not Available,Not Available,Not Available,Not Available,3.7
361,HP 15s AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0031AU Thin and Light Lap...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.3
362,MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹58,990",Not Available,Not Available,Not Available,Not Available,3.8
363,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹53,999",Not Available,Not Available,Not Available,Not Available,4.5
364,Acer Aspire Vero Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Li...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4
365,Lenovo ThinkBook 15 G3 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Thinkbook 15 G3...,"₹73,990",Not Available,Not Available,Not Available,Not Available,3.9
366,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹57,700",Not Available,Not Available,Not Available,Not Available,4.4
367,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹56,340",Not Available,Not Available,Not Available,Not Available,3.6
368,Infinix Intel Core i7 11th Gen 1195G7 - (16 GB/1 TB SSD/Windows 11 Home) INBook X2 Plus Core i7 Thin a...,"₹51,500",Not Available,Not Available,Not Available,Not Available,4.3
369,HP Pavilion Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Lig...,"₹50,190",Not Available,Not Available,Not Available,Not Available,4.2
370,HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/1 TB HDD/Windows 11 Home/2 GB Graphics) 15s-du3060TX Thin...,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.2
371,MSI Modern 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-220IN ...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.3
372,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹57,590",Not Available,Not Available,Not Available,Not Available,3.8
373,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹54,990",Not Available,Not Available,Not Available,Not Available,4.7
374,Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad 5 15I...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.3
375,DELL Vostro 3420 Business Laptop Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3420 Busin...,"₹99,990",Not Available,Not Available,Not Available,Not Available,4.3
376,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹51,687",Not Available,Not Available,Not Available,Not Available,4.2
377,HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4
378,ASUS Vivobook 16X AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB712WS No...,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.1
379,DELL Vostro Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Laptop,"₹17,990",Not Available,Not Available,Not Available,Not Available,4.1
380,Lenovo IdeaPad Gaming 3 Intel Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Gr...,"₹41,000",Not Available,Not Available,Not Available,Not Available,4.3
381,Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th...,"₹59,990",Not Available,Not Available,Not Available,Not Available,4.3
382,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹56,068",Not Available,Not Available,Not Available,Not Available,3.7
383,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,"₹1,45,990",Not Available,Not Available,Not Available,Not Available,4.5
384,Acer Nitro 5 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹73,990",Not Available,Not Available,Not Available,Not Available,2.4
385,Acer AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10) NX.A84SI.002 Thin and Light Laptop,"₹59,990",Not Available,Not Available,Not Available,Not Available,4.2
386,CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹56,990",Not Available,Not Available,Not Available,Not Available,4.2
387,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,16,990",Not Available,Not Available,Not Available,Not Available,4.3
388,HP Probook Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 440 G8 Notebook,"₹43,990",Not Available,Not Available,Not Available,Not Available,4
389,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,"₹47,990",Not Available,Not Available,Not Available,Not Available,4.2
390,HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,"₹34,990",Not Available,Not Available,Not Available,Not Available,4.2
391,"Acer Aspire Lite with Backlit Keyboard, Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home...","₹49,990",Not Available,Not Available,Not Available,Not Available,4.1
392,HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,"₹43,990",Not Available,Not Available,Not Available,Not Available,4.2
393,HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹15,990",Not Available,Not Available,Not Available,Not Available,4.2
394,HP Intel Core i5 12th Gen 1235U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fq5331TU Thin and Light Laptop,"₹99,990",Not Available,Not Available,Not Available,Not Available,3.3
395,HP (2024) Laptop with Backlit Keyboard Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home...,"₹47,990",Not Available,Not Available,Not Available,Not Available,4.4
396,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹36,990",Not Available,Not Available,Not Available,Not Available,4.1
397,HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,"₹1,27,490",Not Available,Not Available,Not Available,Not Available,4.7
398,HP Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5202TU Thin and Light Laptop,"₹46,490",Not Available,Not Available,Not Available,Not Available,4.3
399,ASUS Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ522WS Laptop,"₹38,241",Not Available,Not Available,Not Available,Not Available,4.6
